burst_id,frame_idx,in_x,in_s
20260529_233328_gen2,6,1,0
20260529_233328_gen2,8,1,0
20260529_233328_gen2,9,1,0
20260530_031421_gen2,0,1,0
20260530_031421_gen2,2,1,0
20260530_060351_gen1,4,1,0
20260530_074803_gen2,0,1,0
20260530_074803_gen2,2,1,0
20260530_074803_gen2,3,0,1
20260530_213333_gen1,3,1,0
20260530_213333_gen1,4,1,0
20260530_213333_gen1,7,1,0
20260530_235959_gen1,1,1,0
20260530_235959_gen1,2,1,0
20260530_235959_gen1,7,1,0
