mode,topk,w_prey,w_cat,w_count,prey_count_threshold,threshold,tp,fp,fn,tn,n,precision,recall,f1,objective
topk_mean,3,0.8,-0.2,0.0,0.3,0.84,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,0.86,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,0.88,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,0.9,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,0.92,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,0.94,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,0.96,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,0.98,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.0,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.02,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.04,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.06,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.08,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.1,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.12,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.14,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.16,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.18,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.2,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.22,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.24,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.26,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.28,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.3,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.32,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.34,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.36,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.38,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.4,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.42,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.44,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.46,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.48,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.5,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.52,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.54,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.56,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.3,1.58,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,0.1,26,18,1,344,389,0.5909090909090909,0.9629629629629629,0.732394366197183,23.0
max,1,0.8,-0.2,0.0,0.5,0.12,25,15,2,347,389,0.625,0.9259259259259259,0.7462686567164178,25.0
max,1,0.8,-0.2,0.0,0.5,0.14,25,14,2,348,389,0.6410256410256411,0.9259259259259259,0.7575757575757577,24.0
max,1,0.8,-0.2,0.0,0.5,0.16,25,13,2,349,389,0.6578947368421053,0.9259259259259259,0.7692307692307692,23.0
max,1,0.8,-0.2,0.0,0.5,0.18,25,13,2,349,389,0.6578947368421053,0.9259259259259259,0.7692307692307692,23.0
max,1,0.8,-0.2,0.0,0.5,0.2,25,12,2,350,389,0.6756756756756757,0.9259259259259259,0.7812500000000001,22.0
max,1,0.8,-0.2,0.0,0.5,0.22,25,12,2,350,389,0.6756756756756757,0.9259259259259259,0.7812500000000001,22.0
max,1,0.8,-0.2,0.0,0.5,0.24,24,10,3,352,389,0.7058823529411765,0.8888888888888888,0.7868852459016393,25.0
max,1,0.8,-0.2,0.0,0.5,0.26,24,10,3,352,389,0.7058823529411765,0.8888888888888888,0.7868852459016393,25.0
max,1,0.8,-0.2,0.0,0.5,0.28,24,9,3,353,389,0.7272727272727273,0.8888888888888888,0.7999999999999999,24.0
max,1,0.8,-0.2,0.0,0.5,0.3,24,9,3,353,389,0.7272727272727273,0.8888888888888888,0.7999999999999999,24.0
max,1,0.8,-0.2,0.0,0.5,0.32,24,9,3,353,389,0.7272727272727273,0.8888888888888888,0.7999999999999999,24.0
max,1,0.8,-0.2,0.0,0.5,0.34,24,8,3,354,389,0.75,0.8888888888888888,0.8135593220338982,23.0
max,1,0.8,-0.2,0.0,0.5,0.36,24,8,3,354,389,0.75,0.8888888888888888,0.8135593220338982,23.0
max,1,0.8,-0.2,0.0,0.5,0.38,24,6,3,356,389,0.8,0.8888888888888888,0.8421052631578948,21.0
max,1,0.8,-0.2,0.0,0.5,0.4,24,5,3,357,389,0.8275862068965517,0.8888888888888888,0.8571428571428572,20.0
max,1,0.8,-0.2,0.0,0.5,0.42,24,5,3,357,389,0.8275862068965517,0.8888888888888888,0.8571428571428572,20.0
max,1,0.8,-0.2,0.0,0.5,0.44,24,5,3,357,389,0.8275862068965517,0.8888888888888888,0.8571428571428572,20.0
max,1,0.8,-0.2,0.0,0.5,0.46,24,4,3,358,389,0.8571428571428571,0.8888888888888888,0.8727272727272727,19.0
max,1,0.8,-0.2,0.0,0.5,0.48,24,4,3,358,389,0.8571428571428571,0.8888888888888888,0.8727272727272727,19.0
max,1,0.8,-0.2,0.0,0.5,0.5,24,4,3,358,389,0.8571428571428571,0.8888888888888888,0.8727272727272727,19.0
max,1,0.8,-0.2,0.0,0.5,0.52,24,2,3,360,389,0.9230769230769231,0.8888888888888888,0.9056603773584906,17.0
max,1,0.8,-0.2,0.0,0.5,0.54,24,2,3,360,389,0.9230769230769231,0.8888888888888888,0.9056603773584906,17.0
max,1,0.8,-0.2,0.0,0.5,0.56,24,2,3,360,389,0.9230769230769231,0.8888888888888888,0.9056603773584906,17.0
max,1,0.8,-0.2,0.0,0.5,0.58,24,1,3,361,389,0.96,0.8888888888888888,0.923076923076923,16.0
max,1,0.8,-0.2,0.0,0.5,0.6,6,0,21,362,389,1.0,0.2222222222222222,0.3636363636363636,105.0
max,1,0.8,-0.2,0.0,0.5,0.62,2,0,25,362,389,1.0,0.07407407407407407,0.13793103448275862,125.0
max,1,0.8,-0.2,0.0,0.5,0.64,2,0,25,362,389,1.0,0.07407407407407407,0.13793103448275862,125.0
max,1,0.8,-0.2,0.0,0.5,0.66,2,0,25,362,389,1.0,0.07407407407407407,0.13793103448275862,125.0
max,1,0.8,-0.2,0.0,0.5,0.68,2,0,25,362,389,1.0,0.07407407407407407,0.13793103448275862,125.0
max,1,0.8,-0.2,0.0,0.5,0.7,2,0,25,362,389,1.0,0.07407407407407407,0.13793103448275862,125.0
max,1,0.8,-0.2,0.0,0.5,0.72,1,0,26,362,389,1.0,0.037037037037037035,0.07142857142857142,130.0
max,1,0.8,-0.2,0.0,0.5,0.74,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,0.76,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,0.78,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,0.8,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,0.82,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,0.84,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,0.86,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,0.88,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,0.9,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,0.92,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,0.94,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,0.96,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,0.98,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.0,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.02,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.04,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.06,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.08,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.1,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.12,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.14,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.16,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.18,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.2,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.22,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.24,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.26,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.28,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.3,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.32,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.34,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.36,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.38,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.4,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.42,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.44,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.46,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.48,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.5,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.52,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.54,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.56,0,0,27,362,389,0.0,0.0,0.0,135.0
max,1,0.8,-0.2,0.0,0.5,1.58,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.1,26,12,1,350,389,0.6842105263157895,0.9629629629629629,0.7999999999999999,17.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.12,25,11,2,351,389,0.6944444444444444,0.9259259259259259,0.7936507936507936,21.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.14,25,11,2,351,389,0.6944444444444444,0.9259259259259259,0.7936507936507936,21.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.16,24,9,3,353,389,0.7272727272727273,0.8888888888888888,0.7999999999999999,24.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.18,24,8,3,354,389,0.75,0.8888888888888888,0.8135593220338982,23.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.2,24,7,3,355,389,0.7741935483870968,0.8888888888888888,0.8275862068965517,22.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.22,24,7,3,355,389,0.7741935483870968,0.8888888888888888,0.8275862068965517,22.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.24,24,6,3,356,389,0.8,0.8888888888888888,0.8421052631578948,21.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.26,24,6,3,356,389,0.8,0.8888888888888888,0.8421052631578948,21.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.28,24,6,3,356,389,0.8,0.8888888888888888,0.8421052631578948,21.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.3,24,5,3,357,389,0.8275862068965517,0.8888888888888888,0.8571428571428572,20.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.32,24,4,3,358,389,0.8571428571428571,0.8888888888888888,0.8727272727272727,19.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.34,24,4,3,358,389,0.8571428571428571,0.8888888888888888,0.8727272727272727,19.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.36,24,3,3,359,389,0.8888888888888888,0.8888888888888888,0.8888888888888888,18.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.38,24,3,3,359,389,0.8888888888888888,0.8888888888888888,0.8888888888888888,18.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.4,24,3,3,359,389,0.8888888888888888,0.8888888888888888,0.8888888888888888,18.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.42,24,2,3,360,389,0.9230769230769231,0.8888888888888888,0.9056603773584906,17.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.44,24,2,3,360,389,0.9230769230769231,0.8888888888888888,0.9056603773584906,17.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.46,24,2,3,360,389,0.9230769230769231,0.8888888888888888,0.9056603773584906,17.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.48,24,1,3,361,389,0.96,0.8888888888888888,0.923076923076923,16.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.5,24,0,3,362,389,1.0,0.8888888888888888,0.9411764705882353,15.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.52,24,0,3,362,389,1.0,0.8888888888888888,0.9411764705882353,15.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.54,24,0,3,362,389,1.0,0.8888888888888888,0.9411764705882353,15.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.56,24,0,3,362,389,1.0,0.8888888888888888,0.9411764705882353,15.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.58,24,0,3,362,389,1.0,0.8888888888888888,0.9411764705882353,15.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.6,6,0,21,362,389,1.0,0.2222222222222222,0.3636363636363636,105.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.62,2,0,25,362,389,1.0,0.07407407407407407,0.13793103448275862,125.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.64,2,0,25,362,389,1.0,0.07407407407407407,0.13793103448275862,125.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.66,2,0,25,362,389,1.0,0.07407407407407407,0.13793103448275862,125.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.68,1,0,26,362,389,1.0,0.037037037037037035,0.07142857142857142,130.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.7,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.72,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.74,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.76,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.78,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.8,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.82,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.84,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.86,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.88,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.9,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.92,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.94,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.96,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,0.98,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.0,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.02,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.04,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.06,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.08,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.1,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.12,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.14,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.16,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.18,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.2,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.22,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.24,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.26,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.28,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.3,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.32,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.34,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.36,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.38,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.4,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.42,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.44,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.46,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.48,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.5,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.52,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.54,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.56,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,2,0.8,-0.2,0.0,0.5,1.58,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.1,25,9,2,353,389,0.7352941176470589,0.9259259259259259,0.819672131147541,19.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.12,24,8,3,354,389,0.75,0.8888888888888888,0.8135593220338982,23.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.14,24,7,3,355,389,0.7741935483870968,0.8888888888888888,0.8275862068965517,22.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.16,24,7,3,355,389,0.7741935483870968,0.8888888888888888,0.8275862068965517,22.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.18,24,5,3,357,389,0.8275862068965517,0.8888888888888888,0.8571428571428572,20.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.2,24,5,3,357,389,0.8275862068965517,0.8888888888888888,0.8571428571428572,20.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.22,24,4,3,358,389,0.8571428571428571,0.8888888888888888,0.8727272727272727,19.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.24,24,2,3,360,389,0.9230769230769231,0.8888888888888888,0.9056603773584906,17.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.26,24,2,3,360,389,0.9230769230769231,0.8888888888888888,0.9056603773584906,17.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.28,24,1,3,361,389,0.96,0.8888888888888888,0.923076923076923,16.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.3,24,0,3,362,389,1.0,0.8888888888888888,0.9411764705882353,15.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.32,24,0,3,362,389,1.0,0.8888888888888888,0.9411764705882353,15.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.34,24,0,3,362,389,1.0,0.8888888888888888,0.9411764705882353,15.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.36,24,0,3,362,389,1.0,0.8888888888888888,0.9411764705882353,15.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.38,24,0,3,362,389,1.0,0.8888888888888888,0.9411764705882353,15.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.4,24,0,3,362,389,1.0,0.8888888888888888,0.9411764705882353,15.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.42,24,0,3,362,389,1.0,0.8888888888888888,0.9411764705882353,15.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.44,24,0,3,362,389,1.0,0.8888888888888888,0.9411764705882353,15.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.46,23,0,4,362,389,1.0,0.8518518518518519,0.92,20.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.48,23,0,4,362,389,1.0,0.8518518518518519,0.92,20.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.5,23,0,4,362,389,1.0,0.8518518518518519,0.92,20.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.52,23,0,4,362,389,1.0,0.8518518518518519,0.92,20.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.54,23,0,4,362,389,1.0,0.8518518518518519,0.92,20.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.56,23,0,4,362,389,1.0,0.8518518518518519,0.92,20.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.58,22,0,5,362,389,1.0,0.8148148148148148,0.8979591836734693,25.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.6,4,0,23,362,389,1.0,0.14814814814814814,0.25806451612903225,115.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.62,2,0,25,362,389,1.0,0.07407407407407407,0.13793103448275862,125.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.64,2,0,25,362,389,1.0,0.07407407407407407,0.13793103448275862,125.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.66,2,0,25,362,389,1.0,0.07407407407407407,0.13793103448275862,125.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.68,1,0,26,362,389,1.0,0.037037037037037035,0.07142857142857142,130.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.7,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.72,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.74,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.76,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.78,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.8,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.82,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.84,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.86,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.88,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.9,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.92,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.94,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.96,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,0.98,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,1.0,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,1.02,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,1.04,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,1.06,0,0,27,362,389,0.0,0.0,0.0,135.0
topk_mean,3,0.8,-0.2,0.0,0.5,1.08,0,0,27,362,389,0.0,0.0,0.0,135.0
